Id,Label,timeset,d0,indegree,outdegree,Degree
Tourism In Paraguay,Tourism In Paraguay,,0,2,0,2
Piquerobi,Piquerobi,,0,2,0,2
"Brazilian Presidential Election, 1985","Brazilian Presidential Election, 1985",,0,3,0,3
Medicine Man,Medicine Man,,0,3,0,3
Norwegian Customs Service,Norwegian Customs Service,,0,2,0,2
"Economy Of Salvador, Bahia","Economy Of Salvador, Bahia",,0,2,0,2
Br-104,Br-104,,0,4,0,4
1973 Chilean Coup D'État,1973 Chilean Coup D'État,,0,3,0,3
Virgínia,Virgínia,,0,4,0,4
Otago Gold Rush,Otago Gold Rush,,0,2,0,2
Jhsf Participações,Jhsf Participações,,0,2,0,2
Directorate General Of Customs And Indirect Taxes (Republic Of The Congo),Directorate General Of Customs And Indirect Taxes (Republic Of The Congo),,0,2,0,2
Mantenópolis,Mantenópolis,,0,3,0,3
European Convention On Nationality,European Convention On Nationality,,0,2,0,2
Pennsylvania State University,Pennsylvania State University,,0,3,0,3
Mende Nazer,Mende Nazer,,0,2,0,2
Austrian Empire,Austrian Empire,,0,7,0,7
Economy Of Paraguay,Economy Of Paraguay,,0,2,0,2
Portuguese Eastern Empire,Portuguese Eastern Empire,,0,3,0,3
O-Train,O-Train,,0,2,0,2
Second Presidency Of Lula Da Silva,Second Presidency Of Lula Da Silva,,0,2,0,2
Gallurese Dialect,Gallurese Dialect,,0,2,0,2
Biome,Biome,,0,22,0,22
"Leticia, Amazonas","Leticia, Amazonas",,0,2,0,2
Nelson Barbosa,Nelson Barbosa,,0,4,0,4
Polish Space Agency,Polish Space Agency,,0,2,0,2
Lima Duarte,Lima Duarte,,0,18,0,18
Index Of Racism-Related Articles,Index Of Racism-Related Articles,,0,2,0,2
Our Lady Aparecida,Our Lady Aparecida,,0,2,0,2
Grupo Capoeira Brasil,Grupo Capoeira Brasil,,0,2,0,2
Santa Maria Da Boa Vista,Santa Maria Da Boa Vista,,0,2,0,2
Carandiru (Film),Carandiru (Film),,0,5,0,5
"Osório, Rio Grande Do Sul","Osório, Rio Grande Do Sul",,0,3,0,3
Us Open (Tennis),Us Open (Tennis),,0,2,0,2
Katawixi Language,Katawixi Language,,0,6,0,6
Mont Phet Htok,Mont Phet Htok,,0,2,0,2
Sugar Trade,Sugar Trade,,0,2,0,2
Kingdom Of Greece,Kingdom Of Greece,,0,4,0,4
Satu Mare Swabians,Satu Mare Swabians,,0,2,0,2
Guajeru,Guajeru,,0,4,0,4
Divisional General,Divisional General,,0,3,0,3
Italian Front (World War I),Italian Front (World War I),,0,2,0,2
Results Of The 2011 Rio Carnival,Results Of The 2011 Rio Carnival,,0,2,0,2
Augusto B. Leguía,Augusto B. Leguía,,0,2,0,2
John Greenleaf Whittier,John Greenleaf Whittier,,0,3,0,3
Csiro,Csiro,,0,2,0,2
Genocide Convention,Genocide Convention,,0,2,0,2
Intertropical Convergence Zone,Intertropical Convergence Zone,,0,7,0,7
Eztec,Eztec,,0,2,0,2
Battle Of Sahagún,Battle Of Sahagún,,0,2,0,2
Egg,Egg,,0,7,0,7
Regional Electoral Court Of Paraíba,Regional Electoral Court Of Paraíba,,0,2,0,2
Website,Website,,0,2,0,2
"Alcântara, Maranhão","Alcântara, Maranhão",,0,10,230,240
"Vargem Bonita, Santa Catarina","Vargem Bonita, Santa Catarina",,0,2,0,2
Greater Cairo,Greater Cairo,,0,3,0,3
Campestre Da Serra,Campestre Da Serra,,0,3,0,3
Mahmoud Abbas,Mahmoud Abbas,,0,2,0,2
Dishfire,Dishfire,,0,2,0,2
Brazil Women'S National Rugby Union Team,Brazil Women'S National Rugby Union Team,,0,4,0,4
Automobile,Automobile,,0,6,0,6
Directorate Of Customs,Directorate Of Customs,,0,2,0,2
Kagwahiva Language,Kagwahiva Language,,0,8,0,8
"Torres, Rio Grande Do Sul","Torres, Rio Grande Do Sul",,0,5,0,5
University Of Coimbra,University Of Coimbra,,0,11,0,11
Battle Of Pombal,Battle Of Pombal,,0,2,0,2
Organisation Of Eastern Caribbean States,Organisation Of Eastern Caribbean States,,0,3,0,3
Affonso Romano De Sant'Anna,Affonso Romano De Sant'Anna,,0,2,0,2
Sangão,Sangão,,0,2,0,2
2007 Brazilian Grand Prix,2007 Brazilian Grand Prix,,0,3,0,3
Siege Of Astorga,Siege Of Astorga,,0,2,0,2
History Of Bordeaux Wine,History Of Bordeaux Wine,,0,2,0,2
International Journal Of American Linguistics,International Journal Of American Linguistics,,0,2,0,2
Petro Kilekwa,Petro Kilekwa,,0,2,0,2
Second Industrial Revolution,Second Industrial Revolution,,0,5,0,5
Vale Verde,Vale Verde,,0,3,0,3
Matanawi Language,Matanawi Language,,0,2,0,2
Paulo Lopes De Faria,Paulo Lopes De Faria,,0,2,0,2
"Ferreiros, Pernambuco","Ferreiros, Pernambuco",,0,2,0,2
International Energy Agency,International Energy Agency,,0,2,0,2
"Peter, Duke Of Coimbra","Peter, Duke Of Coimbra",,0,2,0,2
São Jerônimo,São Jerônimo,,0,3,0,3
Temple (Lds Church),Temple (Lds Church),,0,2,0,2
Giannino Carta,Giannino Carta,,0,2,0,2
Guarapari,Guarapari,,0,6,0,6
Indian Ocean Slave Trade,Indian Ocean Slave Trade,,0,4,0,4
Guabiju,Guabiju,,0,6,0,6
Cyark,Cyark,,0,2,0,2
Vásquez Cobo–Martins Treaty,Vásquez Cobo–Martins Treaty,,0,2,0,2
São Francisco Do Conde,São Francisco Do Conde,,0,5,0,5
Neck Crank,Neck Crank,,0,2,0,2
Arambaré,Arambaré,,0,3,0,3
Battle Of Usagre,Battle Of Usagre,,0,2,0,2
Sweden During World War I,Sweden During World War I,,0,2,0,2
Varzelândia,Varzelândia,,0,4,0,4
Antônio Cardoso,Antônio Cardoso,,0,4,0,4
Dollar,Dollar,,0,3,0,3
1969 Bolivian Coup D'État,1969 Bolivian Coup D'État,,0,2,0,2
Iso 639-1,Iso 639-1,,0,6,0,6
Caém,Caém,,0,4,0,4
Muquém De São Francisco,Muquém De São Francisco,,0,4,0,4
Alencar Santana,Alencar Santana,,0,2,0,2
Queluz National Palace,Queluz National Palace,,0,6,0,6
Universidade Estadual Da Região Tocantina Do Maranhão,Universidade Estadual Da Região Tocantina Do Maranhão,,0,3,0,3
Infanta Maria Teresa Of Braganza,Infanta Maria Teresa Of Braganza,,0,2,0,2
Gurupi,Gurupi,,0,3,0,3
"Barcarena, Pará","Barcarena, Pará",,0,4,0,4
Anhembi Morumbi University,Anhembi Morumbi University,,0,3,0,3
Okra,Okra,,0,2,0,2
Menotti Del Picchia,Menotti Del Picchia,,0,18,0,18
Jpeg 2000,Jpeg 2000,,0,2,0,2
Maria João Bustorff,Maria João Bustorff,,0,16,0,16
War Of The Fourth Coalition,War Of The Fourth Coalition,,0,2,0,2
Criollo People,Criollo People,,0,5,0,5
Dutch People,Dutch People,,0,9,0,9
Veríssimo,Veríssimo,,0,4,0,4
Kumul Khanate,Kumul Khanate,,0,2,0,2
Governor Of Minas Gerais,Governor Of Minas Gerais,,0,3,0,3
Jean Sibelius,Jean Sibelius,,0,5,0,5
Santa Inês,Santa Inês,,0,3,0,3
Kibi Dango (Millet Dumpling),Kibi Dango (Millet Dumpling),,0,2,0,2
German Spring Offensive,German Spring Offensive,,0,2,0,2
Ourolândia,Ourolândia,,0,4,0,4
1962 Brazilian Legislative Election,1962 Brazilian Legislative Election,,0,10,0,10
Iso 3166-2:Cv,Iso 3166-2:Cv,,0,2,0,2
Frevo,Frevo,,0,9,0,9
Lageado,Lageado,,0,2,0,2
Abre Campo,Abre Campo,,0,4,0,4
Orujo,Orujo,,0,2,0,2
São Felipe,São Felipe,,0,4,0,4
Hutterite,Hutterite,,0,2,0,2
Maria Leopoldina Of Austria,Maria Leopoldina Of Austria,,0,16,0,16
1963 Request For A State Of Exception In Brazil,1963 Request For A State Of Exception In Brazil,,0,2,0,2
Bacabeira,Bacabeira,,0,3,0,3
Fatiha Boudiaf,Fatiha Boudiaf,,0,2,0,2
Esterházy Torte,Esterházy Torte,,0,2,0,2
Industrial Revolution,Industrial Revolution,,0,11,0,11
Pauna Language,Pauna Language,,0,3,0,3
Ethnicity,Ethnicity,,0,3,0,3
Capybara,Capybara,,0,7,0,7
Maetinga,Maetinga,,0,4,0,4
João Da Nova,João Da Nova,,0,2,0,2
Shuai Jiao,Shuai Jiao,,0,4,0,4
Amnesty International,Amnesty International,,0,7,0,7
Universidade Cândido Mendes,Universidade Cândido Mendes,,0,2,0,2
Beef Cattle,Beef Cattle,,0,2,0,2
Chimichanga,Chimichanga,,0,3,0,3
Içana River,Içana River,,0,2,0,2
Aratuípe,Aratuípe,,0,4,0,4
1904 Paraguayan Coup D'État,1904 Paraguayan Coup D'État,,0,2,0,2
"Prados, Minas Gerais","Prados, Minas Gerais",,0,4,0,4
Tuna,Tuna,,0,3,0,3
Measles,Measles,,0,5,0,5
South East Asian Cuisine,South East Asian Cuisine,,0,2,0,2
Royal Moroccan Gendarmerie,Royal Moroccan Gendarmerie,,0,2,0,2
Space Architecture,Space Architecture,,0,2,0,2
Sete Barras,Sete Barras,,0,3,0,3
Itaueira,Itaueira,,0,2,0,2
Tejuino,Tejuino,,0,2,0,2
Progressive League (Brazil),Progressive League (Brazil),,0,7,0,7
Amawaka Language,Amawaka Language,,0,6,0,6
Revue,Revue,,0,2,0,2
Divino Das Laranjeiras,Divino Das Laranjeiras,,0,4,0,4
Santiago,Santiago,,0,9,0,9
Candy,Candy,,0,2,0,2
National Directorate Of Customs (Paraguay),National Directorate Of Customs (Paraguay),,0,2,0,2
Iso 1413,Iso 1413,,0,2,0,2
Brazilian Football Confederation,Brazilian Football Confederation,,0,8,0,8
Geography Of Argentina,Geography Of Argentina,,0,2,0,2
History Of The Jews In Suriname,History Of The Jews In Suriname,,0,3,0,3
Artemis Program,Artemis Program,,0,4,0,4
Bossoroca,Bossoroca,,0,3,0,3
"Anchieta, Rio Grande Do Sul","Anchieta, Rio Grande Do Sul",,0,2,0,2
Lebanese Housing Bubble,Lebanese Housing Bubble,,0,2,0,2
Praça Xv Station,Praça Xv Station,,0,2,0,2
Pampas Fox,Pampas Fox,,0,2,0,2
"Ponte Preta, Rio Grande Do Sul","Ponte Preta, Rio Grande Do Sul",,0,3,0,3
Ndyuka People,Ndyuka People,,0,2,0,2
A Moreninha (Novel),A Moreninha (Novel),,0,2,0,2
Benin,Benin,,0,15,0,15
Council Of States (Switzerland),Council Of States (Switzerland),,0,2,0,2
Iraí De Minas,Iraí De Minas,,0,4,0,4
Second French Empire,Second French Empire,,0,3,0,3
Alessandro Teixeira,Alessandro Teixeira,,0,3,0,3
"São João, Porto Alegre","São João, Porto Alegre",,0,2,0,2
National Aerospace Laboratory Of Japan,National Aerospace Laboratory Of Japan,,0,2,0,2
Inter-Agency Space Debris Coordination Committee,Inter-Agency Space Debris Coordination Committee,,0,2,0,2
Mardi Gras In The United States,Mardi Gras In The United States,,0,2,0,2
Intercontinental Dictionary Series,Intercontinental Dictionary Series,,0,2,0,2
Ribeirão Preto,Ribeirão Preto,,0,14,0,14
Western European Cuisine,Western European Cuisine,,0,2,0,2
Br-377,Br-377,,0,2,0,2
Equal-Loudness Contour,Equal-Loudness Contour,,0,2,0,2
British African-Caribbean People,British African-Caribbean People,,0,2,0,2
Vitória De Santo Antão,Vitória De Santo Antão,,0,2,0,2
Constituent Assembly,Constituent Assembly,,0,13,0,13
Comisión Nacional De Actividades Espaciales,Comisión Nacional De Actividades Espaciales,,0,2,0,2
"Mata, Rio Grande Do Sul","Mata, Rio Grande Do Sul",,0,3,0,3
Chicken,Chicken,,0,7,0,7
Kingdom Of Laos,Kingdom Of Laos,,0,2,0,2
Balkans Theatre,Balkans Theatre,,0,2,0,2
"Colinas, Maranhão","Colinas, Maranhão",,0,3,0,3
Snow,Snow,,0,5,0,5
Weapon,Weapon,,0,4,0,4
International Telecommunications Satellite Organization,International Telecommunications Satellite Organization,,0,4,0,4
Child Labor,Child Labor,,0,3,0,3
Mutawakkilite Kingdom Of Yemen,Mutawakkilite Kingdom Of Yemen,,0,2,0,2
Wall Street Journal,Wall Street Journal,,0,4,0,4
Geography Of Paraguay,Geography Of Paraguay,,0,3,0,3
Siege Of Danzig (1807),Siege Of Danzig (1807),,0,2,0,2
Belíssima,Belíssima,,0,2,0,2
Campina Grande,Campina Grande,,0,8,0,8
Nova Independência,Nova Independência,,0,2,0,2
Meat Pie,Meat Pie,,0,2,0,2
Space (Latin American Tv Channel),Space (Latin American Tv Channel),,0,2,0,2
Donald Davies,Donald Davies,,0,2,0,2
Emilinha Borba,Emilinha Borba,,0,2,0,2
National Assembly (Nepal),National Assembly (Nepal),,0,2,0,2
Black Russian,Black Russian,,0,2,0,2
Cariacica,Cariacica,,0,3,0,3
Rabaul,Rabaul,,0,2,0,2
"Vigia, Pará","Vigia, Pará",,0,4,0,4
Vange Leonel,Vange Leonel,,0,16,0,16
Meat,Meat,,0,2,0,2
Endemic (Epidemiology),Endemic (Epidemiology),,0,3,0,3
Federal University Of Western Pará,Federal University Of Western Pará,,0,5,0,5
1978 Brazilian Presidential Election,1978 Brazilian Presidential Election,,0,10,0,10
Unincorporated Area,Unincorporated Area,,0,2,0,2
Goethe'S Faust,Goethe'S Faust,,0,2,0,2
Luiz Inácio Lula Da Silva,Luiz Inácio Lula Da Silva,,0,68,595,663
Poço De José De Moura,Poço De José De Moura,,0,2,0,2
Hupda People,Hupda People,,0,3,0,3
Framework Convention For The Protection Of National Minorities,Framework Convention For The Protection Of National Minorities,,0,2,0,2
Catholic Church In Togo,Catholic Church In Togo,,0,2,0,2
Copenhagen,Copenhagen,,0,2,0,2
George Washington And Slavery,George Washington And Slavery,,0,4,0,4
"Campo Alegre, Santa Catarina","Campo Alegre, Santa Catarina",,0,2,0,2
Joviano De Lima Júnior,Joviano De Lima Júnior,,0,2,0,2
Utc Engenharia,Utc Engenharia,,0,8,0,8
Removal Of Aécio Neves From The Senate,Removal Of Aécio Neves From The Senate,,0,8,0,8
Thiago Maia,Thiago Maia,,0,2,0,2
Segredo,Segredo,,0,3,0,3
Maurício Campos De Medeiros,Maurício Campos De Medeiros,,0,14,0,14
"Horatio Nelson, 1St Viscount Nelson","Horatio Nelson, 1St Viscount Nelson",,0,3,0,3
1990 Brazilian Grand Prix,1990 Brazilian Grand Prix,,0,4,0,4
Giuseppe Occhialini,Giuseppe Occhialini,,0,2,0,2
Paulo Gracindo,Paulo Gracindo,,0,17,0,17
Coronel Murta,Coronel Murta,,0,4,0,4
Mercenaries,Mercenaries,,0,2,0,2
Race And Ethnicity In Censuses,Race And Ethnicity In Censuses,,0,2,0,2
Max Bill,Max Bill,,0,2,0,2
Nagoya,Nagoya,,0,3,0,3
Qatar Emiri Border Corps,Qatar Emiri Border Corps,,0,2,0,2
Pará State University,Pará State University,,0,5,0,5
Algodão,Algodão,,0,2,0,2
Federal University Of Rio De Janeiro,Federal University Of Rio De Janeiro,,0,22,0,22
Erzurum Offensive,Erzurum Offensive,,0,2,0,2
Krajowa Rada Radiofonii I Telewizji,Krajowa Rada Radiofonii I Telewizji,,0,2,0,2
Virgil,Virgil,,0,2,0,2
Maria Lucia Clementino Nunes,Maria Lucia Clementino Nunes,,0,16,0,16
Goal (Sport),Goal (Sport),,0,3,0,3
Glayva,Glayva,,0,2,0,2
Spanish Immigration To Brazil,Spanish Immigration To Brazil,,0,13,0,13
Aircraft,Aircraft,,0,9,0,9
Partenon,Partenon,,0,2,0,2
Ocean,Ocean,,0,3,0,3
Boat,Boat,,0,2,0,2
Patrocínio,Patrocínio,,0,4,0,4
Ana Carolina Da Silva,Ana Carolina Da Silva,,0,2,0,2
Superior Labor Court,Superior Labor Court,,0,4,0,4
Semi-Arid,Semi-Arid,,0,3,0,3
Buenos Aires Herald,Buenos Aires Herald,,0,2,0,2
Postalveolar Consonant,Postalveolar Consonant,,0,2,0,2
Bukovina Germans,Bukovina Germans,,0,2,0,2
"Military Unit Nil ""Brigadier General August Emil Fieldorf «Nil»""","Military Unit Nil ""Brigadier General August Emil Fieldorf «Nil»""",,0,2,0,2
Priscila Fantin,Priscila Fantin,,0,2,0,2
Neutral Municipality,Neutral Municipality,,0,8,0,8
Custódio José De Melo,Custódio José De Melo,,0,2,0,2
São João Do Carú,São João Do Carú,,0,3,0,3
San Miguel De Allende,San Miguel De Allende,,0,2,0,2
Yuracaré Language,Yuracaré Language,,0,4,0,4
Lychee Wine,Lychee Wine,,0,2,0,2
Mamluk Sultanate (Cairo),Mamluk Sultanate (Cairo),,0,2,0,2
Caçador,Caçador,,0,3,0,3
Tasmania,Tasmania,,0,2,0,2
Holocaust,Holocaust,,0,2,0,2
Ufrgs,Ufrgs,,0,3,0,3
Gorani Language,Gorani Language,,0,2,0,2
"Sertãozinho, Paraíba","Sertãozinho, Paraíba",,0,2,0,2
Carlos Viana,Carlos Viana,,0,6,0,6
Freshwater Fish,Freshwater Fish,,0,2,0,2
Joseph Brugère,Joseph Brugère,,0,2,0,2
Pinyin,Pinyin,,0,3,0,3
Dna,Dna,,0,7,0,7
Black Dumplings,Black Dumplings,,0,2,0,2
Knaanic Language,Knaanic Language,,0,2,0,2
Pimba,Pimba,,0,5,0,5
Consolidação Das Leis Do Trabalho,Consolidação Das Leis Do Trabalho,,0,5,0,5
Cláudia Durans,Cláudia Durans,,0,2,0,2
Luiz Alves,Luiz Alves,,0,2,0,2
Giuseppe Troni,Giuseppe Troni,,0,2,0,2
Bjj,Bjj,,0,2,0,2
Iso/Iec 4909,Iso/Iec 4909,,0,2,0,2
Construtora Oas,Construtora Oas,,0,8,0,8
British Admiralty,British Admiralty,,0,2,0,2
National Assembly Of Pakistan,National Assembly Of Pakistan,,0,2,0,2
Arab People,Arab People,,0,2,0,2
Chilean Silver Rush,Chilean Silver Rush,,0,2,0,2
Battle Of Roliça,Battle Of Roliça,,0,2,0,2
Slave Songs Of The United States,Slave Songs Of The United States,,0,4,0,4
Serra Dos Carajás,Serra Dos Carajás,,0,3,0,3
Lázaro Ramos,Lázaro Ramos,,0,6,0,6
Neotropical Fish,Neotropical Fish,,0,2,0,2
Papua New Guinea Defence Force,Papua New Guinea Defence Force,,0,2,0,2
Erasmo Carlos,Erasmo Carlos,,0,17,0,17
Dubai,Dubai,,0,4,0,4
Porto Alegre,Porto Alegre,,0,96,938,1034
"Presidente Dutra, Bahia","Presidente Dutra, Bahia",,0,4,0,4
Alto Rio Doce,Alto Rio Doce,,0,4,0,4
Brazil National Cerebral Palsy Football Team,Brazil National Cerebral Palsy Football Team,,0,4,0,4
Kingdom Of Bosnia,Kingdom Of Bosnia,,0,2,0,2
History Of Haiti,History Of Haiti,,0,3,0,3
Vietnam People'S Public Security,Vietnam People'S Public Security,,0,2,0,2
Tea,Tea,,0,2,0,2
Arnaldo Ribeiro,Arnaldo Ribeiro,,0,2,0,2
Panoan Languages,Panoan Languages,,0,8,0,8
Up From Slavery,Up From Slavery,,0,3,0,3
Brazilian Expeditionary Force (Feb),Brazilian Expeditionary Force (Feb),,0,5,0,5
The New Yorker,The New Yorker,,0,4,0,4
Heleny Guariba,Heleny Guariba,,0,16,0,16
Caraí,Caraí,,0,4,0,4
Afonso Bezerra,Afonso Bezerra,,0,2,0,2
Catholic Church In Grenada,Catholic Church In Grenada,,0,2,0,2
Concrete Art,Concrete Art,,0,2,0,2
Xokleng Language,Xokleng Language,,0,6,0,6
Tropical Fruit,Tropical Fruit,,0,4,0,4
Battle Of Quatre Bras,Battle Of Quatre Bras,,0,2,0,2
Yellow Fever,Yellow Fever,,0,6,0,6
Recife Metro,Recife Metro,,0,13,68,81
Nba,Nba,,0,3,0,3
"São Pedro, São Paulo","São Pedro, São Paulo",,0,2,0,2
Bororoan Languages,Bororoan Languages,,0,2,0,2
Snake,Snake,,0,3,0,3
Order Of Leopold (Belgium),Order Of Leopold (Belgium),,0,2,0,2
"Martins, Rio Grande Do Norte","Martins, Rio Grande Do Norte",,0,3,0,3
Nova Lima,Nova Lima,,0,5,0,5
Container Ship,Container Ship,,0,2,0,2
Catholic Church In Morocco,Catholic Church In Morocco,,0,2,0,2
Intermediate Geographic Region Of Montes Claros,Intermediate Geographic Region Of Montes Claros,,0,4,0,4
Dores Do Indaiá,Dores Do Indaiá,,0,4,0,4
Auguste Mariette,Auguste Mariette,,0,2,0,2
Thomas Jones (Artist),Thomas Jones (Artist),,0,4,0,4
Snake Kung Fu,Snake Kung Fu,,0,4,0,4
History,History,,0,8,0,8
Fabiana Claudino,Fabiana Claudino,,0,2,0,2
"Bom Retiro, Santa Catarina","Bom Retiro, Santa Catarina",,0,2,0,2
Duel,Duel,,0,4,0,4
Br-488,Br-488,,0,2,0,2
Hinduism And Judaism,Hinduism And Judaism,,0,2,0,2
Utc-3,Utc-3,,0,27,0,27
Clara Schumann,Clara Schumann,,0,5,0,5
Parelhas,Parelhas,,0,2,0,2
Kimbundu,Kimbundu,,0,3,0,3
Democracy Now!,Democracy Now!,,0,2,0,2
Vicente Do Rego Monteiro,Vicente Do Rego Monteiro,,0,8,24,32
Misiones Province,Misiones Province,,0,11,0,11
International Development Association,International Development Association,,0,5,0,5
Playwright,Playwright,,0,2,0,2
"Euclides Da Cunha, Bahia","Euclides Da Cunha, Bahia",,0,4,0,4
Romanians,Romanians,,0,3,0,3
Allophone,Allophone,,0,2,0,2
Helena (Machado De Assis Novel),Helena (Machado De Assis Novel),,0,2,0,2
Batalha De Montese,Batalha De Montese,,0,5,0,5
Oliver Stone,Oliver Stone,,0,2,0,2
Comando De Operações Táticas,Comando De Operações Táticas,,0,7,5,12
Ufc 4,Ufc 4,,0,2,0,2
Tehuelche Language,Tehuelche Language,,0,2,0,2
Charles Iii Of Spain,Charles Iii Of Spain,,0,2,0,2
Ibiassucê,Ibiassucê,,0,4,0,4
Silviano Santiago,Silviano Santiago,,0,17,0,17
Brejo Do Piauí,Brejo Do Piauí,,0,2,0,2
Coroaci,Coroaci,,0,4,0,4
John Deere,John Deere,,0,4,0,4
Area Of Relevant Ecological Interest (Brazil),Area Of Relevant Ecological Interest (Brazil),,0,2,0,2
Napo River,Napo River,,0,2,0,2
Fernando De Azevedo,Fernando De Azevedo,,0,14,0,14
Wrestling Singlet,Wrestling Singlet,,0,2,0,2
Chico Xavier,Chico Xavier,,0,2,0,2
Atalaia Do Norte,Atalaia Do Norte,,0,3,0,3
Tocantins River,Tocantins River,,0,12,0,12
Ambev,Ambev,,0,12,0,12
Vista Gaúcha,Vista Gaúcha,,0,3,0,3
Pindaí,Pindaí,,0,4,0,4
Santo Antônio Do Tauá,Santo Antônio Do Tauá,,0,4,0,4
German Guineans,German Guineans,,0,2,0,2
Paramaccan People,Paramaccan People,,0,2,0,2
Rural Economics,Rural Economics,,0,2,0,2
Jimmy Carter,Jimmy Carter,,0,5,0,5
Hujiao Bing,Hujiao Bing,,0,2,0,2
Vicente Ferreira Pastinha,Vicente Ferreira Pastinha,,0,4,0,4
Donkey Burger,Donkey Burger,,0,2,0,2
"Almeirim, Pará","Almeirim, Pará",,0,5,0,5
National Renewal Alliance Party,National Renewal Alliance Party,,0,9,0,9
History Of The United States (1776–1789),History Of The United States (1776–1789),,0,2,0,2
Alberto Taveira Corrêa,Alberto Taveira Corrêa,,0,2,0,2
United States Army Air Forces,United States Army Air Forces,,0,3,0,3
Latin Script,Latin Script,,0,6,0,6
Brigadeiro Faria Lima Avenue,Brigadeiro Faria Lima Avenue,,0,5,0,5
Kunrei-Shiki Romanization,Kunrei-Shiki Romanization,,0,2,0,2
Moonraker (Film),Moonraker (Film),,0,2,0,2
Macarani,Macarani,,0,4,0,4
Paper,Paper,,0,8,0,8
Border Guard Forces (Syria),Border Guard Forces (Syria),,0,2,0,2
Tati (Film),Tati (Film),,0,2,0,2
Race And Ethnicity In South Georgia And The South Sandwich Islands,Race And Ethnicity In South Georgia And The South Sandwich Islands,,0,2,0,2
Autonomy,Autonomy,,0,2,0,2
Floresta Azul,Floresta Azul,,0,4,0,4
U.S. Immigration And Customs Enforcement,U.S. Immigration And Customs Enforcement,,0,3,0,3
Battle Of Ratisbon,Battle Of Ratisbon,,0,2,0,2
Sinyal İstihbaratı Başkanlığı,Sinyal İstihbaratı Başkanlığı,,0,2,0,2
Raymundo Faoro,Raymundo Faoro,,0,2,0,2
Benedito Leite,Benedito Leite,,0,3,0,3
Engenheiro Paulo De Frontin,Engenheiro Paulo De Frontin,,0,5,0,5
Coimbra,Coimbra,,0,5,0,5
Tucunduva,Tucunduva,,0,3,0,3
Lobio,Lobio,,0,2,0,2
People'S National Assembly,People'S National Assembly,,0,2,0,2
Telephone,Telephone,,0,10,0,10
Impeachment Of Dilma Rousseff,Impeachment Of Dilma Rousseff,,0,39,351,390
Ras Al Khaimah,Ras Al Khaimah,,0,6,0,6
Charlotte Brontë,Charlotte Brontë,,0,4,0,4
Illiteracy,Illiteracy,,0,5,0,5
Religion In Cyprus,Religion In Cyprus,,0,2,0,2
Religion In Nepal,Religion In Nepal,,0,2,0,2
"Sobrado, Paraíba","Sobrado, Paraíba",,0,2,0,2
Hunsrück,Hunsrück,,0,5,0,5
Emilian-Romagnol Language,Emilian-Romagnol Language,,0,2,0,2
Projeto Portinari,Projeto Portinari,,0,2,0,2
Arcoverde,Arcoverde,,0,2,0,2
Minority Language,Minority Language,,0,2,0,2
Lassance,Lassance,,0,4,0,4
Russian Financial Crisis (2014–2016),Russian Financial Crisis (2014–2016),,0,3,0,3
